card_id,set_code,number,name,stage,evolves_from,hp,type,weakness_type,weakness_value,resistance_type,resistance_value,retreat_cost,rarity,dex_number,power_type,power_name,power_text,attack1_name,attack1_cost,attack1_damage,attack1_text,attack2_name,attack2_cost,attack2_damage,attack2_text,attack3_name,attack3_cost,attack3_damage,attack3_text,artist,flavor_text
neo4-81,neo4,81,Seel,Basic,,50,W,L,x2,,,1,Common,86,,,,Take Down,WC,30,Seel does 10 damage to itself.,,,,,,,,,Masako Yamashita,"Although clumsy on land, it moves easily through the arctic waters it calls home."
neo4-82,neo4,82,Slugma,Basic,,50,R,W,x2,,,2,Common,218,,,,Combustion,RR,30,,,,,,,,,,Ken Sugimori,This Pokémon is often seen crawling around in volcanic regions.
neo4-83,neo4,83,Sunkern,Basic,,40,G,R,x2,,,2,Common,191,,,,Rollout,C,10,,Sunbathe,GG,,"Flip a coin. If heads, remove all damage counters from Sunkern. Search your deck for a card that evolves from Sunkern and attach that card to Sunkern. This counts as evolving Sunkern. Shuffle your deck afterward.",,,,,Etsuya Hattori,"It is very small and powerless. If attacked, the best it can do is flap its leaves in an attempt to frighten away its enemies."
neo4-84,neo4,84,Swinub,Basic,,50,W,G,x2,L,-30,1,Common,220,,,,Generate Cold,WC,20,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,,,,,,,,Kagemaru Himeno,"It moves with its sensitive nose pressed to the ground, always searching for food."
neo4-85,neo4,85,Totodile,Basic,,50,W,G,x2,,,1,Common,158,,,,Water Gun,W,10+,Does 10 damage plus 10 more damage for each Water Energy attached to Totodile but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.,,,,,,,,,Miki Tanaka,Its highly developed jaws are powerful enough to crush anything. Even experienced adult trainers must handle it with great caution.
neo4-86,neo4,86,Unown [L],Basic,,50,P,P,x2,,,1,Common,201,Pokémon Power,[Laugh],"Once during your turn (before your attack), you may flip a coin. If heads, each player shuffles his or her deck. This power can be used even if Unown [L] is Asleep, Confused, or Paralyzed.",Hidden Power,P,10,,,,,,,,,,CR CG gangs,"It is believed that the variety of types of this Pokémon were created by evolutionary adaptation, as each possesses a different ability."
neo4-87,neo4,87,Unown [S],Basic,,50,P,P,x2,,,1,Common,201,Pokémon Power,[Search],"Once during your turn (before your attack), you may look at 1 of your Prize cards. Return that Prize card face down. This power can be used even if Unown [S] is Asleep, Confused, or Paralyzed.",Hidden Power,PC,20,,,,,,,,,,CR CG gangs,"It is believed that the variety of types of this Pokémon were created by evolutionary adaptation, as each possesses a different ability."
neo4-88,neo4,88,Unown [T],Basic,,40,P,P,x2,,,1,Common,201,Pokémon Power,[Tell],"Once during your turn (before your attack), you may flip a coin. If heads, look at your opponent's hand and show your hand to your opponent. This power can be used even if Unown [T] is Asleep, Confused, or Paralyzed.",Hidden Power,PC,20,,,,,,,,,,CR CG gangs,"It is believed that the variety of types of this Pokémon were created by evolutionary adaptation, as each possesses a different ability."
neo4-89,neo4,89,Unown [V],Basic,,40,P,P,x2,,,1,Common,201,Pokémon Power,[Vanish],"When you play Unown [V] from your hand, you may flip a coin. If heads, return 1 of your Pokémon with Unown in its name (other than Unown [V]) to your hand. (Discard all cards attached to that card.)",Hidden Power,P,10,,,,,,,,,,CR CG gangs,"It is believed that the variety of types of this Pokémon were created by evolutionary adaptation, as each possesses a different ability."
neo4-90,neo4,90,Venonat,Basic,,40,G,R,x2,,,1,Common,48,,,,Gnaw,C,10,,Poisonpowder,GC,10,The Defending Pokémon is now Poisoned.,,,,,Masako Yamashita,"It possesses a type of radar, which it can use to find the insects it eats for food, even in pitch darkness."
neo4-91,neo4,91,Vulpix,Basic,,50,R,W,x2,,,1,Common,37,,,,Ember,RC,30,Discard 1 Fire Energy card attached to Vulpix in order to use this attack.,,,,,,,,,Masako Yamashita,"As it grows older, its white tail changes colors and splits into six different tails. Its body radiates a faint warmth."
neo4-106,neo4,106,Shining Celebi,Basic,,50,G,R,x2,,,1,Rare Shining,251,,,,Healing Water,W,,"Remove a number of damage counters from 1 of your Benched Pokémon equal to the number of Water Energy cards attached to Shining Celebi. If the Pokémon has fewer damage counters than that, remove all of them.",Miracle Leaf,GP,10,"Flip a number of coins equal to the number of Energy attached to the Defending Pokémon. If you get 1 or more heads, the Defending Pokémon is now Asleep, Confused, or Poisoned (your choice).",,,,,Hironobu Yoshida,It is worshipped as a god of the forest. It appears only in undisturbed old-growth forests.
neo4-107,neo4,107,Shining Charizard,Basic,,100,R,W,x2,F,-30,3,Rare Shining,6,,,,White-hot Flame,RRRLL,100,"Discard 1 Fire Energy card and 1 Lightning Energy card attached to Shining Charizard or this attack does nothing. Flip a coin. If tails, Shining Charizard does 30 damage to itself.",,,,,,,,,Hironobu Yoshida,The flames it breathes are so hot that they can melt anything.
neo4-108,neo4,108,Shining Kabutops,Basic,,80,F,G,x2,,,2,Rare Shining,141,,,,Lightning Cut,FFL,30+,"Flip a coin. If heads, this attack does 30 damage plus 10 more damage and does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) If tails, this attack does 30 damage and Shining Kabutops does 10 damage to itself.",Water Slash,FFWW,50+,Does 50 damage plus 10 more damage for each Water Energy attached to Shining Kabutops but not used to pay for this attack's Energy cost. Don't apply Resistance.,,,,,Hironobu Yoshida,This ancient Pokémon uses its razor-sharp claws to cut open its prey and gain access to its blood.
neo4-109,neo4,109,Shining Mewtwo,Basic,,70,P,P,x2,,,2,Rare Shining,150,,,,Reflect Shield,PL,,"If an attack does damage to Shining Mewtwo during your opponent's next turn (even if Shining Mewtwo is Knocked Out), flip a coin. If heads, prevent all damage done to Shining Mewtwo from that attack (any other effects of attacks still happen) and do 20 damage to the attacking Pokémon.",Psyburst,PPR,40+,Discard a Fire Energy card attached to Shining Mewtwo or this attack does nothing. This attack does 40 damage plus 10 damage for each Energy attached to the Defending Pokémon.,,,,,Hironobu Yoshida,It uses its highly developed psychic powers to defeat its enemies before they even have time to think.
neo4-110,neo4,110,Shining Noctowl,Basic,,60,C,L,x2,F,-30,1,Rare Shining,164,,,,Flashing Eyes,PLC,30,"Flip 3 coins. If exactly 1 is heads, the Defending Pokémon is now Asleep. If exactly 2 are heads, the Defending Pokémon is now Confused. If all 3 are heads, the Defending Pokémon is now Paralyzed.",,,,,,,,,Ken Sugimori,It speeds up its thought processes by turning its head around 180 degrees.
neo4-111,neo4,111,Shining Raichu,Basic,,70,L,F,x2,,,1,Rare Shining,26,,,,Thundersquall,LLWW,40,"If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to that Pokémon for each Water Energy attached to Shining Raichu. (Don't apply Weakness and Resistance for Benched Pokémon.)",,,,,,,,,Hironobu Yoshida,"If the electricity in its cheeks runs out, it sticks its tail straight up and uses it to collect energy from the air."
neo4-112,neo4,112,Shining Steelix,Basic,,90,M,R,x2,G,-30,4,Rare Shining,208,,,,Crushing Earth,MMFF,80,"Flip a coin. If heads, this attack does 10 damage to each Benched Pokémon (yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pokémon.) If tails, this attack does nothing. Either way, Shining Steelix can't attack during your next turn.",,,,,,,,,Ken Sugimori,"If an Onix lives 100 years or more, its skin hardens, eventually becoming even harder than a diamond."
neo4-113,neo4,113,Shining Tyranitar,Basic,,80,D,,,P,-30,3,Rare Shining,248,,,,Mountain Crush,DFF,30,"Flip a coin until you get tails. For each heads, your opponent discards the top card from his or her deck.",Destructive Fire,DRRR,50,"Flip a coin for each Fire Energy card attached to Shining Tyranitar. For each heads, discard a Fire Energy card attached to Shining Tyranitar or this attack does nothing. Then, for each heads, choose an Energy card attached to the Defending Pokémon and discard it. If it has fewer Energy cards than that, remove all of them.",,,,,Ken Sugimori,"It is so powerful, it can knock down a mountain with hust one arm."
si1-1,si1,1,Mew,Basic,,30,P,P,x2,,,0,,151,,,,Rainbow Wave,P,,Choose a type of Energy other than Colorless attached to Mew. This attack does 20 damage to each of your opponent's Pokémon of that type (including Benched Pokémon). Don't apply Weakness and Resistance.,,,,,,,,,Keiko Fukuyama,This Pokémon's body is covered by fine hairs that can be seen only under a microscope.
si1-2,si1,2,Pidgeot,Stage 2,Pidgeotto,70,C,L,x2,F,-30,0,,18,,,,Supersonic Flight,CC,40,"Flip a coin. If tails, this attack does nothing.",Slicing Wind,CCCC,50,,,,,,Keiko Fukuyama,This Pokémon searches for food while flying at Mach 2. Its large claws make fearsome weapons.
si1-3,si1,3,Onix,Basic,,90,F,G,x2,,,3,,95,,,,Slam,CC,20×,Flip 2 coins. This attack does 20 damage times the number of heads.,Body Slam,FFFF,40,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,,,,Keiko Fukuyama,"This Pokémon burrows through the earth at high speed, looking for food. The tunnels it digs are used by Diglett as nests."
si1-4,si1,4,Togepi,Basic,,40,C,,,P,-30,1,,175,,,,Bawl,C,10,"Flip a coin. If heads, the Defending Pokémon is now Confused.",,,,,,,,,Keiko Fukuyama,"This Pokémon is still immature. When threatened, it releases poison from its head and tries to drive its enemies away."
si1-5,si1,5,Ivysaur,Stage 1,Bulbasaur,60,G,R,x2,,,1,,2,,,,Strange Scent,G,,"Each player flips a coin. Each player who gets heads chooses a total of 3 damage counters from among his or her Pokémon and removes them. (If the player's Pokémon have fewer total damage counters than that, he or she removes all of them.)",Razor Leaf,GG,30,,,,,,Keiko Fukuyama,A sure sign spring is on its way is when the seed on this Pokémon's back flowers.
si1-6,si1,6,Raticate,Stage 1,Rattata,60,C,F,x2,P,-30,0,,20,,,,Sharp Teeth,CC,10+,"Flip a coin. If heads, this attack does 10 damage plus 30 more damage; if tails, this attack does 10 damage.",,,,,,,,,Keiko Fukuyama,"This Pokémon sometimes hunts for food in rivers, swimming using the small webs between the toes on its rear legs."
si1-7,si1,7,Ledyba,Basic,,40,G,R,x2,F,-30,1,,165,,,,Gnaw,C,10,,Agility,GG,20,"Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Ledyba.",,,,,Keiko Fukuyama,"When it senses enemies approaching, this Pokémon releases an orange fluid from the joints in its legs and flees."
si1-8,si1,8,Jigglypuff,Basic,,50,C,F,x2,P,-30,1,,39,,,,Tempting Eyes,C,,Choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon.,Sing,C,,"Flip a coin. If heads, the Defending Pokémon is now Asleep.",,,,,Keiko Fukuyama,"After lulling its enemies with its large eyes, this Pokémon sings them to sleep with a relaxing melody."
si1-9,si1,9,Butterfree,Stage 2,Metapod,80,G,R,x2,F,-30,1,,12,,,,Fly,CCC,30,"Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Butterfree. If tails, this attack does nothing (not even damage).",Rainbow Powder,GGC,20,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, the Defending Pokémon is now Poisoned.",,,,,Keiko Fukuyama,"The poison scales on its wings are waterproof, allowing this Pokémon to be active even on rainy days."
si1-10,si1,10,Tentacruel,Stage 1,Tentacool,60,W,L,x2,,,1,,73,,,,Tentacle Grip,W,,"Flip a number of coins equal to the number of Water Energy attached to Tentacruel. For each heads, draw 2 cards.",Poison Sting,WW,20,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,,,,Naoyo Kimura,This Pokémon attacks its prey with its eighty toxin-producing tentacles.
si1-11,si1,11,Marill,Basic,,40,W,L,x2,,,1,,183,,,,Squirt,W,,Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. Don't apply Weakness and Resistance.,Rolling Tackle,CC,20,,,,,,Naoyo Kimura,"This Pokémon's fur repels water like a duck's feathers, allowing it to stay dry and fluffy even in water."
si1-12,si1,12,Lapras,Basic,,70,W,L,x2,,,1,,131,,,,Gentle Song,C,,"If Lapras has any damage counters on it, remove 2 of them from it (1 if it only has 1). If the Defending Pokémon has any damage counters on it, remove 2 of them from it (1 if it only has 1). The Defending Pokémon is now Asleep.",Ice Beam,WW,20,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,,,,Naoyo Kimura,This gentle Pokémon can understand human language and allows people to ride on its back.
si1-13,si1,13,Exeggutor,Stage 1,Exeggcute,70,G,R,x2,,,2,,103,,,,Sharpshooter,G,,Choose 1 of your opponent's Pokémon. Flip a number of coins equal to the number of Grass Energy attached to Exeggutor. This attack does 10 damage times the number of heads to that Pokémon. Don't apply Weakness and Resistance.,,,,,,,,,Naoyo Kimura,"This Pokémon has a unique cry, as all three of its heads are always talking independently of one another."
si1-14,si1,14,Slowking,Stage 1,Slowpoke,70,P,P,x2,,,2,,199,,,,Revelation,P,,"Flip a coin. If heads, search your deck for a Trainer card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",Psychic,PC,10+,Does 10 damage plus 10 more damage for each Energy card attached to the Defending Pokémon.,,,,,Naoyo Kimura,Its nonchalant reaction to everything somehow gives this Pokémon an imposing presence.
si1-15,si1,15,Wartortle,Stage 1,Squirtle,60,W,L,x2,,,1,,8,,,,Water Gun,WW,20+,Does 20 damage plus 10 more damage for each Water Energy attached to Wartortle but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.,,,,,,,,,Naoyo Kimura,"When attacked, this Pokémon withdraws into its shell, although it can't quite pull in all of its long tail."
si1-16,si1,16,Lickitung,Basic,,70,C,F,x2,P,-30,2,,108,,,,Lick Wounds,C,,"Flip a coin. If heads, choose 1 Pokémon (yours or your opponent's) with damage counters on it and remove 2 damage counters from it (1 if it only has 1).",Tongue Stretch,CC,,"Flip a coin. If heads, choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance.",,,,,Naoyo Kimura,This Pokémon uses its six-foot tongue as if it were a hand. The origin of its anaesthetic properties is still a mystery.
si1-17,si1,17,Vileplume,Stage 2,Gloom,70,G,R,x2,,,2,,45,,,,Paradise Pollen,G,,"Flip a coin. If heads, remove 2 damage counters from Vileplume (1 if it only has 1). Then, if you have any Benched Pokémon with damage counters on them, choose 1 of them and remove 2 damage counters from it (1 if it only has 1).",Horrid Pollen,GGC,30,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, the Defending Pokémon is now Confused.",,,,,Naoyo Kimura,This Pokémon makes a loud jangling noise when it shakes its petals to spread poison powder.
